ALB,ART,BGM,BUF,HPN,JFK,LGA,MSS,RME,ROC,SYR
-1.75,0.05,-1.15,-1.15,0.65,1.75,2.25,-2.85,-2.85,-1.15,0.65
-1.15,1.15,-1.75,-0.65,0.65,2.25,1.75,-2.25,-2.85,-0.65,0.65
-1.15,0.65,-1.75,-0.65,0.65,2.25,2.25,-2.85,-2.85,0.65,0.65
-0.65,2.25,-1.75,-0.65,1.15,2.25,2.25,-2.25,-2.25,0.05,-0.65
-0.65,2.25,-2.81,-0.65,1.15,2.25,2.25,-2.85,-2.81,0.05,-1.15
-0.65,0.65,-2.85,-0.65,1.15,2.25,2.25,-1.75,-1.71,0.05,-1.15
-1.75,1.15,-3.35,-0.65,1.15,2.25,2.25,0.65,-1.15,0.05,-1.15
-1.75,1.15,-3.35,-0.65,0.65,2.25,2.25,0.05,-1.75,0.05,-1.15
-1.75,0.65,-2.85,-0.65,0.65,2.25,2.25,-0.65,-1.15,-0.65,-0.65
-1.75,1.15,-2.85,-0.65,0.65,2.25,2.25,-2.25,-1.15,-0.65,-1.15
-1.75,0.65,-2.25,-1.15,0.65,3.35,2.85,-2.25,-1.15,-0.65,-1.15
-1.15,0.65,-2.21,-1.75,0.65,2.25,2.47978377453647,-2.25,-1.11,0.05,-1.15
-1.15,0.05,-1.71,-1.75,0.05,1.15,1.75,-1.98954659789301,-0.61,-0.65,-0.65
-0.65,0.05,-1.11,-1.75,0.65,1.75,1.75,-1.75,0.01,0.05,-0.390651828873782
-0.65,0.05,-0.65,-1.75,0.65,2.25,2.25,-1.75,0.01,0.05,-0.65
0.05,0.05,0.01,-1.75,0.65,2.25,2.25,-1.15,0.05,-0.65,-1.15
0.05,0.05,0.05,-1.15,1.15,2.85,2.25,-1.15,0.01,-0.65,-1.15
0.65,-0.65,0.05,-1.15,1.75,2.85,2.85,-1.75,0.05,-0.65,-1.75
0.65,-0.65,-0.65,-1.15,1.15,2.85,2.85,-2.25,0.05,-0.65,-1.75
0.65,-0.65,-1.15,-2.25,1.75,2.25,2.85,-3.95,-1.15,-0.65,-1.75
0.65,-2.85,-1.75,-2.85,1.75,3.35,2.85,-5.05,-1.15,-1.15,-2.25
1.15,-4.45,-2.85,-3.95,1.75,3.95,3.35,-5.65,-1.15,-1.75,-1.75
1.15,-5.65,-2.85,-5.65,1.75,4.45,3.95,-7.25,-1.15,-3.35,-2.85
0.65,-6.75,-2.85,-7.25,1.75,3.95,3.35,-10.65,-3.95,-4.45,-5.65
0.05,-9.45,-3.35,-8.35,1.75,3.95,2.85,-12.85,-5.65,-5.65,-7.25
0.05,-11.75,-4.45,-8.95,1.75,3.35,2.85,-14.45,-7.25,-6.75,-8.35
0.05,-13.95,-7.25,-9.45,1.15,2.85,2.25,-16.15,-8.35,-7.85,-10.65
-2.25,-15.65,-8.95,-10.05,1.15,2.85,2.25,-17.85,-11.15,-9.45,-13.35
-3.95,-17.25,-10.05,-11.15,0.65,2.85,2.25,-18.95,-13.35,-10.65,-15.05
-5.05,-18.35,-12.85,-11.75,0.65,2.25,1.75,-19.45,-15.05,-11.75,-16.75
-7.85,-19.45,-14.45,-12.85,-0.65,2.25,1.75,-20.65,-16.75,-12.25,-17.85
-10.65,-20.65,-15.65,-13.9730974309355,-1.15,1.75,1.15,-21.75,-17.25,-13.35,-18.95
-11.75,-22.85,-16.75,-15.05,-2.25,0.65,0.65,-25.05,-19.45,-13.95,-20.05
-12.85,-28.35,-17.85,-16.15,-3.95,0.05,-1.15,-27.85,-20.65,-14.45,-20.65
-13.95,-27.8174162350756,-18.95,-16.75,-5.65,-1.75,-2.25,-27.85,-21.15,-14.45,-21.75
-15.05,-23.35,-18.35,-16.15,-5.65,-1.75,-3.35,-24.45,-20.65,-13.95,-21.15
-14.45,-20.05,-17.85,-15.05,-6.75,-2.25,-4.45,-21.75,-20.05,-13.35,-19.45
-13.95,-18.95,-16.75,-14.45,-6.15,-2.25,-5.05,-20.05,-17.85,-12.85,-18.35
-12.85,-18.35,-15.65,-13.95,-6.15,-2.85,-5.05,-19.45,-16.75,-11.75,-17.25
-12.85,-16.75,-13.95,-13.35,-6.15,-3.35,-5.05,-17.85,-15.65,-11.15,-16.15
-11.75,-16.15,-12.85,-12.25,-5.65,-2.85,-5.05,-17.25,-14.45,-11.15,-15.65
-11.75,-15.05,-12.25,-12.25,-6.15,-2.85,-4.45,-16.75,-13.95,-11.15,-13.95
-12.25,-15.65,-12.25,-12.25,-7.25,-3.95,-5.05,-17.25,-13.95,-11.15,-14.45
-13.35,-16.15,-13.35,-12.85,-8.35,-4.45,-6.15,-18.95,-15.05,-11.75,-15.65
-13.95,-19.45,-13.95,-14.45,-9.45,-5.65,-6.75,-22.85,-17.25,-12.85,-15.65
-15.65,-22.25,-15.65,-15.05,-10.05,-6.15,-7.25,-24.45,-20.05,-13.35,-16.75
-16.15,-25.05,-16.15,-15.05,-11.15,-6.75,-7.25,-25.65,-20.05,-14.45,-18.35
-16.75,-25.65,-16.75,-15.65,-11.15,-6.75,-7.85,-26.15,-21.75,-15.05,-17.85
-17.25,-25.05,-17.25,-15.65,-11.75,-6.75,-8.35,-26.75,-21.75,-16.15,-18.95
-17.25,-26.75,-17.85,-16.15,-11.15,-7.25,-8.35,-28.35,-22.25,-16.75,-20.05
-18.35,-28.95,-18.35,-16.15,-11.15,-6.75,-8.35,-28.35,-22.85,-16.15,-20.65
-18.95,-27.85,-19.45,-17.25,-11.15,-6.75,-8.35,-29.45,-22.85,-18.35,-21.15
-20.05,-25.65,-19.45,-18.35,-11.75,-6.75,-8.35,-28.95,-22.85,-20.65,-21.75
-20.65,-26.75,-20.05,-18.95,-11.15,-6.75,-7.85,-29.45,-22.85,-21.15,-22.25
-21.15,-26.75,-20.65,-18.35,-10.65,-6.75,-8.35,-29.45,-23.95,-21.15,-22.85
-21.75,-24.45,-20.05,-18.35,-11.15,-6.75,-7.85,-30.65,-22.85,-21.15,-23.35
-22.85,-23.95,-19.45,-18.35,-10.65,-6.75,-7.25,-27.85,-22.25,-22.25,-23.35
-22.85,-26.15,-19.45,-18.95,-10.05,-6.75,-7.85,-26.75,-22.25,-22.25,-23.35
-22.85,-25.05,-18.35,-18.35,-9.45,-6.15,-7.25,-26.75,-21.75,-22.25,-23.35
-21.15,-21.15,-16.15,-17.85,-7.85,-4.45,-6.75,-23.35,-18.95,-21.15,-22.25
-18.35,-17.85,-15.05,-15.05,-6.75,-2.25,-4.45,-21.15,-17.25,-16.75,-18.95
-15.65,-11.75,-11.75,-10.65,-4.45,-1.15,-3.35,-16.75,-15.05,-12.85,-14.45
-12.85,-8.35,-8.95,-7.85,-3.35,-0.65,-2.25,-15.65,-11.15,-10.05,-10.65
-10.05,-6.15,-7.25,-7.25,-2.85,0.05,-1.15,-14.45,-10.65,-7.25,-8.95
-8.95,-3.36,-6.15,-6.75,-2.25,0.65,-1.75,-13.35,-8.35,-6.15,-7.25
-7.85,-4.45,-5.05,-6.75,-1.75,0.65,-1.75,-13.35,-6.75,-4.45,-6.75
-7.85,-5.05,-5.65,-6.75,-1.75,0.05,-1.15,-13.95,-7.25,-5.05,-7.25
-9.45,-6.15,-5.65,-7.25,-2.25,-0.65,-0.65,-15.05,-8.95,-6.15,-8.95
-12.25,-8.35,-6.15,-8.35,-2.25,-0.65,-0.65,-18.95,-12.25,-8.35,-10.05
-12.85,-10.65,-7.25,-8.95,-2.25,-0.65,-0.65,-21.75,-12.85,-11.75,-12.25
-11.75,-15.05,-7.25,-9.45,-2.25,-0.65,-1.15,-22.85,-13.95,-14.45,-13.95
-9.45,-11.15,-7.85,-10.05,-2.25,-0.65,-1.15,-23.35,-15.65,-15.65,-15.05
-9.45,-11.15,-7.85,-8.35,-2.85,-0.65,-1.15,-24.45,-16.15,-16.75,-16.15
-8.95,-11.15,-8.35,-7.85,-2.85,-0.65,-1.15,-23.35,-17.25,-17.25,-17.25
-9.45,-11.75,-8.95,-8.35,-3.95,-0.65,-1.75,-20.05,-17.85,-15.65,-18.35
-9.45,-11.15,-8.95,-7.85,-3.95,-1.75,-1.75,-18.95,-19.45,-14.45,-17.85
-8.95,-10.65,-10.01,-8.35,-4.45,-1.15,-2.25,-18.95,-21.15,-12.85,-18.35
-8.95,-10.05,-11.11,-9.45,-5.65,-2.25,-2.85,-17.85,-20.05,-11.15,-19.45
-9.45,-10.05,-12.81,-9.45,-6.75,-1.75,-2.85,-19.45,-21.15,-10.05,-19.45
-12.85,-9.45,-12.85,-9.45,-7.25,-2.25,-2.85,-22.25,-20.05,-9.45,-18.95
-13.95,-6.75,-13.35,-8.95,-7.25,-1.75,-2.85,-22.85,-18.95,-9.45,-18.95
-15.05,-6.75,-13.35,-9.45,-6.75,-2.25,-3.35,-23.95,-18.95,-10.05,-20.05
-15.05,-6.75,-14.45,-10.05,-6.15,-2.25,-3.35,-21.75,-18.35,-10.65,-17.85
-11.75,-6.75,-12.25,-9.45,-3.95,-1.75,-3.35,-18.95,-16.75,-9.45,-17.25
-10.05,-6.75,-11.15,-8.35,-2.85,-1.15,-2.85,-15.65,-14.45,-8.95,-11.75
-7.85,-5.65,-9.45,-7.25,-2.25,-1.15,-2.25,-12.85,-9.45,-7.85,-7.25
-6.15,-5.65,-7.85,-6.75,-2.25,0.65,-1.15,-8.95,-7.25,-6.75,-6.75
-5.05,-5.65,-7.25,-5.05,-1.75,1.15,0.05,-5.05,-7.25,-5.65,-5.65
-4.45,-5.65,-5.05,-5.05,-1.15,1.75,0.65,-5.05,-6.75,-3.95,-5.05
-3.95,-5.65,-4.45,-4.45,-0.65,1.75,1.15,-5.05,-5.05,-2.85,-4.45
-3.95,-4.45,-4.45,-4.45,-0.65,1.75,1.15,-5.05,-4.45,-2.25,-5.05
-5.05,-4.45,-5.05,-4.45,-2.25,0.65,0.65,-5.05,-7.25,-2.85,-4.45
-6.75,-5.05,-5.05,-3.35,-3.95,0.65,0.65,-5.65,-8.35,-4.45,-5.65
-6.75,-5.05,-5.05,-3.35,-3.95,0.05,0.65,-5.05,-8.95,-5.65,-7.25
-7.25,-4.45,-5.05,-2.85,-2.25,0.05,0.65,-5.65,-9.45,-3.95,-8.95
-8.95,-2.85,-4.45,-2.85,-2.85,0.05,0.05,-5.05,-11.15,-2.85,-8.95
-6.75,-2.25,-5.05,-2.25,-2.85,0.05,0.65,-4.45,-11.75,-2.25,-8.95
-7.25,-2.25,-5.05,-2.25,-2.85,0.05,0.05,-3.95,-8.35,-1.75,-4.45
-6.75,-2.85,-5.05,-1.75,-2.85,0.05,0.65,-3.95,-8.95,-1.15,-2.25
-7.25,-2.25,-5.05,-1.15,-2.25,-1.15,0.05,-4.21302875506646,-7.85,-1.15,-2.25
-6.15,0.05,-5.05,-1.75,-2.25,-0.65,0.05,-3.95,-7.25,-1.15,-2.25
-5.05,0.05,-5.05,-1.75,-2.25,-0.65,-0.65,-2.85,-7.25,-1.15,-2.25
-5.05,0.05,-5.65,-1.75,-2.25,-0.65,-0.65,-2.25,-5.65,-1.15,-1.75
-4.45,0.05,-5.65,-2.25,-2.25,0.05,0.05,-1.75,-6.15,-1.15,-2.25
-3.95,-0.65,-5.05,-1.75,-2.25,-0.65,0.05,-1.75,-5.05,-1.15,-2.25
-3.35,-1.75,-3.95,-2.25,-2.25,-0.65,0.65,-4.45,-2.25,-1.15,-1.75
-3.95,-3.95,-3.95,-2.85,-1.75,0.05,0.65,-6.15,-2.25,-3.35,-2.85
-0.65,-5.65,-3.35,-3.95,-0.65,1.15,1.15,-8.95,-3.35,-3.35,-4.45
1.15,-6.15,-3.31,-5.05,0.65,3.35,2.25,-11.15,-4.45,-3.95,-4.45
-0.65,-7.25,-5.01,-6.15,1.75,4.45,2.85,-11.75,-5.65,-6.15,-5.65
-1.15,-8.35,-6.11,-6.15,3.95,5.05,3.95,-12.25,-6.15,-6.75,-6.15
-1.75,-8.95,-6.71,-6.15,3.95,6.75,5.65,-12.25,-6.75,-6.75,-7.25
-4.45,-8.35,-7.85,-6.15,2.85,6.75,5.05,-12.25,-7.25,-7.25,-7.85
-3.95,-8.35,-7.25,-6.15,2.25,5.05,3.35,-12.85,-7.85,-7.85,-7.85
-5.65,-9.45,-8.95,-7.25,0.65,3.95,1.75,-12.85,-8.95,-7.85,-8.95
-6.75,-11.15,-10.65,-8.95,-2.25,1.15,0.65,-13.35,-11.15,-8.35,-8.95
-7.85,-13.95,-11.15,-10.05,-3.35,-0.65,-1.75,-13.95,-13.35,-8.95,-9.45
-8.95,-21.15,-11.75,-10.05,-4.45,-1.15,-2.25,-14.45,-15.65,-10.05,-10.05
-10.05,-22.25,-12.25,-9.45,-5.65,-2.85,-3.35,-15.05,-14.45,-10.65,-11.15
-11.15,-22.85,-12.85,-10.05,-6.75,-3.95,-4.45,-16.15,-15.65,-13.35,-10.65
-11.75,-23.95,-13.35,-11.15,-7.25,-5.05,-5.65,-16.75,-18.35,-13.35,-11.15
-12.25,-21.15,-13.95,-11.75,-7.85,-5.65,-6.15,-17.25,-19.45,-13.35,-11.75
-13.35,-23.95,-13.95,-13.35,-8.35,-6.15,-6.75,-18.35,-15.65,-14.45,-13.35
-15.65,-26.15,-15.05,-14.45,-8.95,-6.75,-6.75,-18.95,-16.75,-16.15,-14.45
-15.65,-25.65,-15.05,-15.65,-8.95,-7.25,-7.25,-20.05,-17.85,-18.35,-15.65
-16.75,-24.45,-15.05,-16.75,-9.45,-7.25,-7.25,-20.05,-19.45,-18.35,-16.15
-15.65,-23.35,-15.65,-16.15,-10.05,-7.25,-7.25,-21.15,-20.05,-17.85,-17.85
-17.25,-26.15,-15.65,-16.75,-10.05,-7.25,-7.85,-22.85,-22.25,-18.35,-19.45
-17.85,-27.85,-15.65,-16.75,-10.05,-7.85,-7.85,-24.45,-21.75,-17.25,-18.95
-16.75,-27.85,-16.15,-15.05,-10.65,-7.85,-8.35,-27.25,-21.75,-18.95,-18.35
-16.75,-28.95,-16.15,-14.45,-10.65,-7.25,-7.85,-26.75,-22.85,-19.45,-18.95
-15.65,-22.25,-16.75,-12.85,-9.45,-6.75,-7.85,-25.05,-21.15,-16.15,-18.35
-14.45,-17.85,-13.95,-10.05,-7.85,-5.05,-6.75,-20.05,-16.75,-12.25,-16.15
-12.85,-14.45,-12.25,-7.25,-6.75,-4.45,-5.65,-18.95,-15.05,-9.45,-13.95
-12.25,-12.25,-10.05,-5.65,-5.65,-3.35,-4.45,-17.25,-12.85,-7.25,-12.25
-11.75,-10.05,-8.95,-2.85,-4.45,-2.85,-3.95,-16.15,-10.65,-6.15,-10.05
-9.45,-9.45,-7.25,-1.15,-3.35,-2.85,-2.25,-15.65,-8.95,-4.45,-7.85
-8.35,-8.35,-5.65,-0.65,-3.35,-2.85,-2.25,-16.15,-7.25,-2.85,-5.05
-8.35,-7.25,-5.05,0.65,-3.35,-2.25,-2.25,-15.65,-8.35,-2.85,-4.45
-7.85,-7.25,-5.05,1.75,-4.45,-2.25,-3.35,-15.65,-8.35,-1.75,-3.95
-7.85,-8.35,-5.05,2.85,-4.45,-1.75,-2.85,-14.45,-8.35,0.05,-6.15
-7.25,-7.85,-5.05,3.95,-5.05,-1.15,-1.75,-13.95,-9.45,0.05,-7.25
-5.65,-1.75,-5.05,3.35,-5.65,-0.65,-1.15,-13.35,-9.45,-0.65,-8.35
-4.45,-1.15,-5.65,2.85,-5.05,-1.15,-1.75,-12.85,-9.45,0.65,-4.45
-4.45,-1.15,-6.15,4.45,-5.65,-1.15,-2.25,-13.35,-9.45,0.05,-3.35
-4.45,-0.65,-5.65,5.05,-3.95,-1.75,-1.15,-13.35,-8.95,0.65,-2.85
-4.45,-0.65,-5.65,4.45,-4.45,-0.65,-1.15,-13.35,-8.95,1.15,-3.35
-3.95,0.05,-5.65,6.15,-3.35,-0.65,-1.15,-13.35,-7.85,1.15,-2.25
-3.95,0.65,-5.65,6.15,-5.05,-0.65,-1.15,-13.35,-6.75,1.75,-1.75
-3.95,1.15,-5.05,6.75,-5.05,-1.15,-1.15,-12.85,-5.05,2.25,-1.15
-3.35,1.75,-5.05,6.15,-2.85,-2.25,-1.15,-12.85,-3.95,2.85,-1.15
-2.85,2.25,-3.95,6.15,-4.45,0.05,-0.65,-13.35,-3.35,3.35,-1.15
-2.25,2.25,-3.35,6.15,-2.85,1.15,-0.65,-12.25,-2.25,3.95,0.05
-1.15,3.35,-1.75,6.75,-1.75,1.75,-0.65,-11.75,-1.75,4.45,0.65
-0.65,4.45,-1.15,6.15,-0.65,2.25,0.05,-11.15,-1.75,4.45,1.15
0.65,5.05,-0.65,3.35,0.05,3.35,0.05,-2.85,-1.15,4.45,1.75
1.75,5.65,0.05,2.25,1.15,5.05,0.65,4.45,0.65,5.05,2.85
2.85,6.75,1.75,1.75,2.25,7.25,1.15,6.75,0.65,5.05,3.35
2.25,7.25,2.25,1.75,2.25,7.85,1.75,7.26,2.25,5.05,3.95
2.25,6.75,3.35,2.85,2.85,8.35,2.85,7.26,3.35,3.95,4.45
2.85,6.15,2.85,3.35,3.95,5.05,2.85,6.75,2.85,3.35,5.05
4.45,3.95,2.85,3.35,5.05,5.65,3.35,7.25,2.85,3.35,4.45
3.95,3.35,2.25,2.25,5.65,6.75,4.45,6.75,1.75,3.35,2.25
3.35,3.35,1.75,1.75,4.45,6.15,4.45,5.65,0.65,2.25,2.25
2.85,3.35,1.75,0.65,3.95,6.15,4.45,3.35,0.65,1.75,2.25
1.75,3.35,1.15,0.65,3.95,6.15,4.45,2.85,0.05,2.25,1.15
1.75,2.85,0.65,0.65,4.45,5.65,5.05,2.25,0.05,2.25,0.05
1.75,2.25,0.05,0.65,3.95,4.45,5.65,1.75,0.05,2.25,-1.15
1.75,2.25,0.05,0.65,3.95,5.05,5.65,1.15,-1.15,2.25,0.05
1.15,2.85,0.05,0.65,3.35,4.45,5.05,1.15,-0.65,1.75,0.05
2.25,2.85,0.05,0.65,2.85,3.35,4.45,1.15,0.05,1.75,0.65
1.75,2.85,0.05,0.05,2.25,2.25,3.95,0.65,0.05,1.15,0.65
1.75,2.25,0.05,0.05,2.25,2.25,3.35,1.15,0.65,1.15,0.65
2.85,1.75,0.05,0.05,1.75,2.85,3.35,1.15,0.65,1.15,0.05
2.85,1.75,-0.65,0.05,1.15,2.85,3.35,1.75,0.65,1.15,0.05
2.85,1.15,-0.65,0.05,2.25,2.85,3.35,1.75,0.65,1.15,-0.65
2.25,1.15,-1.15,-0.65,2.25,2.85,3.35,1.75,0.05,0.65,-0.65
2.25,1.15,-1.15,-0.65,1.75,2.85,2.85,1.15,0.65,0.65,0.05
2.25,1.15,-1.75,-0.65,1.15,2.85,2.85,0.65,0.05,0.65,0.05
2.25,1.15,-1.75,-0.65,2.85,3.35,3.35,0.05,0.05,0.05,-0.65
2.25,0.65,-1.75,-1.15,3.35,4.45,3.95,-2.25,0.05,-0.65,-0.65
2.85,0.05,-1.75,-0.65,3.95,5.65,4.45,-3.35,0.05,0.05,-0.65
2.85,-0.65,-1.75,-0.65,3.95,6.75,5.05,-4.45,-0.65,-0.65,-1.15
2.85,-0.65,-1.15,-0.65,3.95,6.15,5.05,-5.65,0.05,0.05,-1.15
2.25,-1.15,-1.15,-1.15,3.35,5.65,4.45,-6.15,-0.65,-0.65,-1.15
1.75,-1.75,-1.15,-1.15,3.35,5.65,4.45,-6.75,-1.15,-1.15,-1.75
1.15,-2.25,-2.25,-2.25,2.85,5.65,4.45,-7.85,-1.75,-1.75,-2.25
0.65,-2.25,-3.35,-2.25,2.85,5.05,4.45,-7.85,-1.75,-2.25,-2.25
0.65,-2.85,-3.95,-2.85,2.85,5.05,3.95,-7.85,-2.25,-2.25,-2.85
-0.65,-2.85,-3.95,-3.35,2.25,5.05,3.95,-8.35,-2.25,-2.25,-2.85
-1.15,-3.35,-3.95,-3.35,2.25,4.45,3.95,-8.95,-2.25,-2.85,-2.85
-0.65,-5.05,-4.45,-3.95,2.25,4.45,3.95,-9.45,-2.85,-3.35,-2.85
-1.15,-5.65,-4.45,-4.45,1.75,4.45,3.95,-10.65,-3.35,-3.95,-3.35
-1.15,-6.15,-4.45,-5.05,1.75,3.95,3.35,-11.15,-3.95,-4.45,-3.95
-1.75,-6.75,-4.45,-5.65,1.75,3.95,3.35,-12.25,-4.45,-5.05,-3.95
-1.15,-8.35,-5.05,-6.15,1.15,3.95,3.35,-13.35,-4.45,-5.05,-5.05
-1.75,-10.05,-5.65,-5.65,0.65,4.45,2.85,-14.45,-5.65,-5.65,-5.05
-2.25,-11.15,-5.65,-6.15,0.65,3.95,2.85,-15.65,-6.15,-5.65,-6.15
-2.85,-13.35,-5.65,-6.75,0.65,3.35,2.25,-16.15,-7.25,-6.15,-6.75
-3.95,-15.65,-6.15,-6.75,-0.65,2.85,1.75,-16.75,-7.25,-6.75,-6.75
-3.95,-18.95,-6.15,-7.25,-0.65,1.75,1.75,-17.25,-7.85,-7.25,-7.85
-5.05,-20.05,-6.75,-7.25,-1.15,1.75,1.15,-17.85,-8.35,-8.35,-8.35
-5.05,-20.65,-6.75,-7.25,-0.65,1.75,1.15,-18.35,-10.65,-8.35,-8.95
-4.45,-14.45,-6.75,-7.25,-0.65,2.25,1.15,-17.85,-10.65,-7.85,-8.95
-3.95,-12.85,-6.75,-7.85,0.05,2.85,1.15,-17.25,-8.95,-7.85,-7.85
-2.85,-11.75,-6.15,-7.25,0.65,3.95,2.25,-16.75,-7.85,-6.75,-7.25
-2.25,-10.05,-5.05,-6.75,1.15,5.05,3.35,-16.15,-6.75,-6.15,-6.15
-1.75,-8.95,-4.45,-6.75,1.75,5.05,3.35,-14.45,-6.15,-6.15,-5.65
-1.15,-8.95,-3.95,-6.15,1.15,5.05,3.95,-12.85,-6.15,-5.65,-6.15
-1.75,-8.95,-5.05,-6.15,1.15,5.05,3.95,-12.25,-6.15,-5.65,-6.75
-2.85,-8.95,-5.65,-6.15,1.15,5.05,3.95,-11.75,-6.15,-5.65,-6.75
-3.95,-9.45,-6.15,-6.15,1.15,5.05,3.95,-12.25,-8.35,-6.75,-7.85
-5.05,-10.65,-7.25,-7.25,1.15,4.45,3.35,-12.85,-10.05,-8.35,-8.95
-5.05,-16.75,-7.85,-7.85,1.15,4.45,2.85,-14.45,-11.15,-8.95,-10.05
-6.15,-16.75,-8.35,-8.95,0.05,3.35,2.25,-17.25,-13.35,-9.45,-11.15
-6.75,-17.85,-8.95,-9.45,-0.65,3.35,2.25,-18.35,-13.95,-12.85,-11.75
-6.75,-18.95,-10.05,-10.05,-1.15,2.25,1.75,-18.35,-15.65,-13.35,-12.25
-7.85,-18.35,-11.15,-10.65,-1.75,1.75,0.65,-17.25,-15.65,-13.95,-13.1350874966288
-8.35,-20.05,-11.15,-10.65,-3.35,0.05,0.05,-17.85,-16.75,-13.95,-14.45
-8.95,-20.65,-11.75,-12.25,-4.45,-0.65,-0.65,-17.85,-16.75,-13.35,-15.65
-10.05,-20.05,-12.25,-12.85,-4.45,-1.75,-1.15,-20.05,-17.85,-15.05,-15.65
-10.65,-18.35,-12.25,-13.35,-5.65,-1.75,-1.75,-20.65,-17.85,-16.15,-16.75
-12.25,-18.95,-12.85,-13.35,-5.65,-1.75,-2.25,-20.65,-18.95,-16.15,-16.75
-11.75,-18.95,-12.85,-13.35,-6.15,-2.85,-3.35,-21.15,-17.85,-15.05,-16.15
-12.25,-20.65,-11.75,-13.35,-6.15,-3.35,-3.35,-21.75,-20.65,-15.05,-17.25
-12.85,-21.15,-15.05,-13.35,-6.15,-3.35,-3.95,-22.85,-19.45,-15.65,-18.35
-12.85,-22.25,-15.65,-12.85,-6.15,-2.85,-3.95,-22.25,-19.45,-15.05,-17.25
-11.15,-18.35,-13.95,-11.75,-4.45,-1.75,-3.35,-20.05,-16.75,-13.95,-15.65
-10.05,-14.45,-13.95,-10.05,-3.95,-1.15,-2.85,-16.75,-13.95,-11.75,-13.35
-8.35,-8.95,-12.85,-7.25,-2.85,0.05,-1.75,-13.95,-11.75,-8.95,-12.25
-7.25,-6.75,-11.15,-5.05,-1.15,0.65,-1.75,-11.75,-8.95,-7.85,-9.45
-6.15,-6.15,-9.45,-3.95,-0.65,1.75,-0.65,-10.05,-7.85,-6.15,-7.85
-5.65,-6.15,-7.85,-3.35,1.15,2.85,0.05,-8.95,-6.15,-5.05,-6.15
-5.05,-5.05,-6.75,-2.25,1.15,2.25,0.05,-8.35,-5.65,-3.95,-5.65
-4.45,-6.15,-5.65,-2.25,-0.65,1.15,0.65,-9.45,-5.05,-3.95,-6.15
-5.05,-7.85,-5.05,-3.35,-1.15,1.15,0.05,-11.75,-5.65,-4.45,-6.15
-6.75,-8.95,-5.05,-4.45,-1.15,1.15,0.05,-12.85,-6.75,-5.05,-6.75
-7.85,-10.05,-5.05,-5.05,-1.75,1.75,1.15,-13.95,-7.25,-5.05,-6.75
-8.35,-10.05,-5.05,-5.05,-1.75,1.15,1.15,-15.05,-7.25,-5.05,-6.15
-8.35,-10.65,-5.05,-5.65,-1.15,1.15,1.15,-14.45,-6.75,-5.05,-6.15
-7.85,-11.15,-5.65,-5.65,-1.15,1.75,0.65,-15.65,-6.15,-5.65,-6.15
-7.85,-11.75,-6.15,-6.15,-1.15,1.15,0.65,-16.15,-6.15,-6.15,-6.15
-7.25,-13.35,-6.15,-6.15,-0.65,1.15,0.65,-15.05,-6.15,-5.65,-6.15
-7.85,-13.35,-6.15,-5.65,-1.15,1.15,0.65,-15.65,-6.15,-6.75,-6.75
-7.85,-14.45,-6.75,-5.65,-1.75,1.15,0.65,-15.65,-6.15,-6.75,-6.15
-7.85,-13.95,-6.75,-5.05,-2.25,1.15,0.65,-16.15,-6.15,-7.85,-6.15
-7.85,-12.85,-6.85346635242547,-5.05,-2.25,1.15,0.05,-16.75,-6.15,-5.05,-6.15
-8.35,-12.85,-6.75,-5.05,-2.25,0.65,0.05,-18.35,-6.15,-5.05,-6.75
-7.85,-12.85,-6.15,-5.05,-2.85,0.65,0.05,-17.85,-6.15,-5.05,-6.15
-7.25,-12.85,-6.15,-5.05,-2.85,0.65,-0.65,-18.95,-6.15,-5.05,-6.15
-7.25,-12.85,-6.15,-4.45,-2.85,0.65,-0.65,-18.95,-6.15,-5.05,-6.15
-6.75,-12.85,-5.05,-4.45,-2.25,1.15,-0.65,-16.75,-5.65,-5.05,-5.65
-5.65,-11.15,-5.05,-3.95,-1.75,1.75,0.65,-15.65,-6.15,-4.45,-5.65
-5.05,-9.45,-5.65,-3.35,0.65,2.25,0.65,-14.45,-5.65,-3.95,-5.05
-3.95,-8.95,-5.65,-2.25,0.65,2.85,0.65,-12.25,-4.45,-3.35,-4.47734624231645
-2.25,-8.95,-5.05,-1.75,0.65,3.35,1.75,-11.15,-4.45,-2.85,-3.95
-1.15,-7.85,-3.35,-1.75,1.75,3.95,3.35,-8.95,-4.45,-2.25,-3.35
-0.65,-7.25,-3.35,-2.25,2.85,4.45,3.95,-7.85,-3.95,-1.15,-3.35
-0.65,-7.25,-3.95,-2.25,2.25,4.45,3.95,-7.85,-3.95,-1.15,-4.45
-2.85,-7.25,-5.05,-2.85,0.65,3.35,3.35,-8.95,-5.05,-1.75,-5.65
-3.35,-7.85,-6.15,-3.95,-0.65,3.35,2.85,-10.65,-7.25,-2.85,-6.15
-3.35,-11.75,-6.75,-4.45,0.65,3.35,2.25,-10.65,-7.25,-5.05,-7.25
-3.95,-12.85,-7.25,-5.65,0.05,2.25,1.15,-10.65,-9.45,-4.45,-7.85
-4.45,-11.15,-7.85,-5.65,-1.15,1.75,0.65,-10.65,-7.85,-4.45,-6.75
-6.15,-12.85,-7.25,-6.15,-1.75,0.65,0.05,-10.65,-8.95,-5.65,-5.65
-5.65,-7.85,-8.95,-6.75,-2.25,0.05,0.05,-10.05,-10.05,-7.25,-5.05
